Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2008,Dorien Bryant,WR,Purdue,4.55,,119,4.24,
2008,Jordy Nelson,WR,Kansas State,4.55,31,123,4.35,
2008,Maurice Purify,WR,Nebraska,4.55,28.5,117,4.29,
2009,Pat White,QB,West Virginia,4.55,35,117,4.42,
2013,Eddie Lacy,RB,Alabama,4.55,,,,
2014,Devin Street,WR,Pittsburgh,4.55,37,123,4.01,
2015,Bill Belton,RB,Penn State,4.55,,,,
2015,Blair Burns,CB,Wyoming,4.55,,,,
2015,Andre Davis,WR,South Florida,4.55,,,,
2015,Clay Fuller,WR,Baylor,4.55,,,,
2015,Troy Hill,CB,Oregon,4.55,32.5,120,4.21,
2015,Jonathon Mincy,CB,Auburn,4.55,,,,
2015,Ty Montgomery,WR,Stanford,4.55,40.5,121,4.21,
2015,Dominic Rufran,WR,Wyoming,4.55,,,,
2016,DeAndre Elliott,CB,Colorado State,4.55,41,125,3.94,
2017,Corn Elder,CB,Miami (FL),4.55,,,,
2019,Jovon Durante,WR,Florida Atlantic,4.55,31.5,120,4.31,
2019,Terry Godwin,WR,Georgia,4.55,36.5,117,,
2020,Marquez Callaway,WR,Tennessee,4.55,38,126,,
2022,David Ojabo,DE,Michigan,4.55,35,122,4.45,
2022,Jaylen Warren,RB,Oklahoma State,4.55,31.5,119,,
2022,Michael Woods,WR,Oklahoma,4.55,34.5,125,4.46,
2023,Alex Austin,CB,Oregon State,4.55,33,122,,
2023,Mekhi Garner,CB,Louisiana State,4.55,38,128,,
2023,Kearis Jackson,WR,Georgia,4.55,,126,,
2023,Zack Kuntz,TE,Old Dominion (VA),4.55,40,128,,
2023,Justin Shorter,WR,Florida,4.55,35.5,126,,
2024,Bucky Irving,RB,Oregon,4.55,29.5,115,,
2024,Kedon Slovis,QB,Brigham Young,4.55,30,118,,
2005,Eric Green,CB,Virginia Tech,4.56,38,120,3.9,
2007,Ryan Moore,WR,Miami (FL),4.56,32,110,4.35,
2008,Kevin Smith,RB,Central Florida,4.56,32,120,4.49,
2010,Andre Dixon,RB,Connecticut,4.56,40,117,4.19,
2011,Darvin Adams,WR,Auburn,4.56,,,,
2011,Jeff Maehl,WR,Oregon,4.56,33.5,115,3.94,
2011,Cam Newton,QB,Auburn,4.56,35,126,4.18,
2011,Dane Sanzenbacher,WR,Ohio State,4.56,33.5,118,3.97,
2014,Andre Williams,RB,Boston College,4.56,38,128,4.06,
2015,DeJuan Beard,WR,Washburn,4.56,,,,
2015,Kenny Cook,WR,Gardner-Webb,4.56,,,,
2015,Tony Creecy,RB,North Carolina State,4.56,,,,
2015,Robertson Daniel,CB,Brigham Young,4.56,,,,
2015,Alvin Dupree,DE,Kentucky,4.56,42,138,,
2015,Alonzo Harris,RB,Louisiana-Lafayette,4.56,,,,
2015,Terris Jones-Grigsby,RB,Arizona,4.56,,,,
2015,Kevonte Martin-Manley,WR,Iowa,4.56,,,,
2015,Cody Riggs,CB,Notre Dame,4.56,,,,
2015,Darius White,WR,Missouri,4.56,,,,
2016,Jeff Driskel,QB,Louisiana Tech,4.56,32,122,4.25,
2016,DeVante Harris,CB,Texas A&M,4.56,38.5,124,4.06,
2019,Caleb Wilson,TE,UCLA,4.56,29,113,4.4,
2020,Damon Arnette,CB,Ohio State,4.56,,,,
2023,Tank Bigsby,RB,Auburn,4.56,32.5,119,,
2023,Michael Jefferson,WR,Louisiana-Lafayette,4.56,37,133,,
2023,Dorian Thompson-Robinson,QB,UCLA,4.56,32.5,121,,
2024,Jawhar Jordan,RB,Louisville,4.56,,,,
2005,Fred Gibson,WR,Georgia,4.57,38.5,126,4.1,
2005,Eric Shelton,RB,Louisville,4.57,38.5,122,4.08,
2005,Mike Williams,WR,Southern California,4.57,36.5,,,
2008,Harry Douglas,WR,Louisville,4.57,31,120,4.12,
2008,Marcus Walker,CB,Oklahoma,4.57,35.5,122,4.07,
2015,B.J. Catalon,RB,Texas Christian,4.57,36,114,4.15,
2015,Randall Evans,CB,Kansas State,4.57,,,,
2015,Terell Floyd,CB,Louisville,4.57,,,,
2015,Nick Harwell,WR,Kansas,4.57,,,,
2015,Malcome Kennedy,WR,Texas A&M,4.57,,,,
2015,Nigel King,WR,Kansas,4.57,,,,
2015,Jameon Lewis,WR,Mississippi State,4.57,,,,
2015,Lyle McCombs,RB,Rhode Island,4.57,,,,
2015,Dexter McDonald,CB,Kansas,4.57,,,,
2015,Jamal Robinson,WR,Louisiana-Lafayette,4.57,,,,
2015,Al-Hajj Shabazz,CB,West Chester,4.57,,,,
2015,Blake Sims,QB,Alabama,4.57,30.5,115,,
2017,Travin Dural,WR,LSU,4.57,30.5,116,4.55,
2017,Howard Wilson,CB,Houston,4.57,33.5,117,3.94,
2019,Trace McSorley,QB,Penn State,4.57,33,115,4.12,
2020,Carter Coughlin,LB,Minnesota,4.57,36,126,,
2020,Dane Jackson,CB,Pittsburgh,4.57,35,122,4.27,
2022,Charleston Rambo,WR,Miami (FL),4.57,33.5,118,,
2022,Mykael Wright,CB,Oregon,4.57,,,,
2023,Cameron Brown,CB,Ohio State,4.57,35.5,115,,
2023,Dontay Demus,WR,Maryland,4.57,35.5,123,,
2023,Grant DuBose,WR,North Carolina Charlotte,4.57,35,125,,
2023,Jaylon Jones,CB,Texas A&M,4.57,38,122,,
2023,Puka Nacua,WR,Brigham Young,4.57,33,121,,
2024,Jalen Coker,WR,Holy Cross (MA),4.57,42.5,128,,
2024,Theo Johnson,TE,Penn State,4.57,39.5,125,4.19,
2005,J.R. Russell,WR,Louisville,4.58,34.5,,,
2006,Martin Nance,WR,Miami (OH),4.58,33.5,112,4.08,
2007,Dwayne Bowe,WR,LSU,4.58,33,125,4.35,
2007,Chansi Stuckey,WR,Clemson,4.58,35,120,4.14,
2010,Brandon LaFell,WR,LSU,4.58,36,115,4.23,
2012,Patrick Edwards,WR,Houston,4.58,,,,
2013,Geno Smith,QB,West Virginia,4.58,33.5,124,,
2014,Devonta Freeman,RB,Florida State,4.58,31.5,116,4.26,
2015,Marquez Clark,WR,Central Oklahoma,4.58,,,,
2015,Charles Garrett,CB,Nevada,4.58,,,,
2015,Kyle Prater,WR,Northwestern,4.58,,,,
2015,DeAndre Smelter,WR,Georgia Tech,4.58,,,,
2015,Kenny Williams,RB,Texas Tech,4.58,,,,
2015,Julian Wilson,CB,Oklahoma,4.58,36,125,4.22,
2017,Bug Howard,WR,North Carolina,4.58,37.5,119,4.14,
2019,Bobby Okereke,LB,Stanford,4.58,33.5,122,4.26,
2019,James Williams,RB,Washington State,4.58,36.5,118,4.25,
2020,DeeJay Dallas,RB,Miami (FL),4.58,33.5,119,4.32,
2020,Cole McDonald,QB,Hawaii,4.58,36,121,4.52,
2021,Camryn Bynum,CB,California,4.58,34,129,4.1,
2022,Jermaine Johnson,DE,Florida State,4.58,32,125,,
2022,Zonovan Knight,RB,North Carolina State,4.58,31,114,,
2022,Kyle Philips,WR,UCLA,4.58,33.5,124,,
2023,Isaiah Foskey,DE,Notre Dame,4.58,34,125,,
2023,Roschon Johnson,RB,Texas,4.58,31.5,122,,
2023,Lukas Van Ness,DE,Iowa,4.58,31,118,,
2023,Michael Wilson,WR,Stanford,4.58,37.5,125,,
2024,Jared Verse,DE,Florida State,4.58,35,127,4.44,
2005,Travis Daniels,CB,LSU,4.59,35,117,3.97,
2006,Maurice Stovall,WR,Notre Dame,4.59,35,122,4.14,
2007,Dallas Baker,WR,Florida,4.59,36,129,4.19,
2007,Jemalle Cornelius,WR,Florida,4.59,34.5,123,4.3,
2007,Jared Zabransky,QB,Boise State,4.59,35.5,111,4.08,
2008,Marcus Henry,WR,Kansas,4.59,31.5,126,4.3,
2008,Stevie Johnson,WR,Michigan State,4.59,32.5,121,4.26,
2011,Josh Portis,QB,California (PA),4.59,40,126,4.12,
2011,Jacquizz Rodgers,RB,Oregon State,4.59,33,113,4.26,
2012,Andrew Luck,QB,Stanford,4.59,36,124,4.28,
2015,Malcolm Agnew,RB,Southern Illinois,4.59,,,,
2015,Detric Allen,CB,East Carolina,4.59,,,,
2015,Michael Bennett,WR,Georgia,4.59,,,,
2015,Lemar Durant,WR,Simon Fraser (Canada),4.59,,,,
2015,Austin Hill,WR,Arizona,4.59,,,,
2015,Keshawn Hill,RB,Sam Houston State,4.59,,,,
2015,Marlin Lane,RB,Tennessee,4.59,,,,
2015,RobDonovan Lewis,CB,Louisiana-Monroe,4.59,,,,
2015,Dreamius Smith,RB,West Virginia,4.59,,,,
2015,Terrell Watson,RB,Azusa Pacific,4.59,,,,
2015,Jackie Williams,WR,Central Florida,4.59,,,,
2016,Demarcus Robinson,WR,Florida,4.59,34.5,123,4.19,
2017,Marquez White,CB,Florida State,4.59,36,123,,
2017,Jamaal Williams,RB,Brigham Young,4.59,30,123,4.53,
2019,Tyree Jackson,QB,Buffalo,4.59,34.5,120,4.28,
2020,Aaron Fuller,WR,Washington,4.59,34,118,,
2020,Jalen Hurts,QB,Oklahoma,4.59,35,125,,
2020,Austin Mack,WR,Ohio State,4.59,31.5,117,4.42,
2020,James Pierre,CB,Florida Atlantic,4.59,33.5,123,,
2021,Jonathan Adams,WR,Arkansas State,4.59,39,132,4.38,
2021,Zac Thomas,QB,Appalachian State (NC),4.59,30,115,4.35,
2022,Makai Polk,WR,Mississippi State,4.59,31,119,4.36,
2023,Jason Brownlee,WR,Southern Mississippi,4.59,39.5,131,,
2023,Sam LaPorta,TE,Iowa,4.59,35,123,,
2005,Kay-Jay Harris,RB,West Virginia,4.6,38,119,4.1,
2005,Dante Ridgeway,WR,Ball State,4.6,33,117,4.39,
2006,David Anderson,WR,Colorado State,4.6,34,116,4.2,
2006,Greg Lee,WR,Pittsburgh,4.6,35.5,114,4.09,
2006,Clinton Solomon,WR,Iowa,4.6,33,114,4.46,
2007,Onrea Jones,WR,Hampton,4.6,39,121,4.28,
2007,Jerard Rabb,WR,Boise State,4.6,36.5,125,4.19,
2009,Mohamed Massaquoi,WR,Georgia,4.6,36.5,127,,
2010,Javier Arenas,CB,Alabama,4.6,,112,,
2010,Dan LeFevour,QB,Central Michigan,4.6,29.5,110,4.22,
2013,Dion Jordan,DE,Oregon,4.6,32.5,122,4.35,
2014,Allen Robinson,WR,Penn State,4.6,39,126,4,
2022,Tyler Allgeier,RB,Brigham Young,4.6,33,120,,
2022,Johnny Johnson,WR,Oregon,4.6,32,121,4.54,
2022,Sincere McCormick,RB,Texas-San Antonio,4.6,33.5,116,,
2022,Ronnie Rivers,RB,Frenso State (CA),4.6,36.5,119,,
2023,Will Anderson,DE,Alabama,4.6,,,,
2023,Jaray Jenkins,WR,Louisiana State,4.6,29.5,,,
2023,Eli Ricks,CB,Alabama,4.6,35,127,,
2023,Mitchell Tinsley,WR,Penn State,4.6,35.5,120,,
2005,Reggie Harrell,WR,Texas Christian,4.61,35,111,4.11,
2005,Stefan LeFors,QB,Louisville,4.61,31,111,4.09,
2005,Tommy Manus,WR,Morgan State,4.61,38,120,4.34,
2006,D.J. Shockley,QB,Georgia,4.61,37.5,121,4.17,
2007,Ahmad Bradshaw,RB,Marshall,4.61,34,112,4.09,
2009,Stephen McGee,QB,Texas A&M,4.61,33,112,4.49,
2010,Mardy Gilyard,WR,Cincinnati,4.61,39,116,4.4,
2011,Blaine Gabbert,QB,Missouri,4.61,33.5,120,4.26,
2012,Aaron Corp,QB,Richmond,4.61,31.5,106,4.3,
2012,Terrance Ganaway,RB,Baylor,4.61,37.5,119,4.25,
2013,Andre Ellington,RB,Clemson,4.61,34,122,,
2014,Logan Thomas,QB,Virginia Tech,4.61,35.5,116,4.18,
2016,Marshall Koehn,K,Iowa,4.61,,,,
2021,Feleipe Franks,QB,Arkansas,4.61,32.5,117,4.22,
2021,Trey Sermon,RB,Ohio State,4.61,37,125,4.3,
2021,Mark Webb,CB,Georgia,4.61,36.5,136,4.52,
2023,Luke Musgrave,TE,Oregon State,4.61,36,125,,
2023,Camerun Peoples,RB,Appalachian State (NC),4.61,37,121,,
2024,Emani Bailey,RB,Texas Christian,4.61,33.5,116,,
2024,Keon Coleman,WR,Florida State,4.61,38,127,,
2024,Kalen King,CB,Penn State,4.61,37,122,4.16,
2024,Tanner McLachlan,TE,Arizona,4.61,35,117,,
2024,Cody Schrader,RB,Missouri,4.61,33,,,
2006,Jason Carter,WR,Texas A&M,4.62,33,116,4.21,
2007,D'Juan Woods,WR,Oklahoma State,4.62,36.5,120,4.34,
2008,D.J. Hall,WR,Alabama,4.62,29.5,122,,
2008,Justin Harper,WR,Virginia Tech,4.62,28.5,120,4.43,
2008,Jason Rivers,WR,Hawaii,4.62,30,118,4.32,
2009,Jeremy Childs,WR,Boise State,4.62,33.5,115,4.26,
2009,Jordan Norwood,WR,Penn State,4.62,38,119,4.2,
2010,Syd'Quan Thompson,CB,California,4.62,33,117,4.26,
2011,Terrence Toliver,WR,Michigan State,4.62,32,122,4.03,
2013,Aaron Hester,CB,UCLA,4.62,29,112,4.33,
2014,Trey Burton,WR,Florida,4.62,30,111,4.32,
2015,Joe Bergeron,RB,Texas A&M-Commerce,4.62,,,,
2015,Terrance Broadway,QB,Louisiana-Lafayette,4.62,,,,
2015,Donald Celiscar,CB,Western Michigan,4.62,,120,,
2015,Devin Gardner,WR,Michigan,4.62,,,,
2015,Matt Milton,WR,Louisville,4.62,,,,
2015,Cheatham Norrils,CB,Toledo,4.62,,,,
2015,Bud Sasser,WR,Missouri,4.62,,,,
2017,Cooper Kupp,WR,Eastern Washington,4.62,31,116,4.08,
2019,Easton Stick,QB,North Dakota State,4.62,33.5,118,4.05,
2020,Salvon Ahmed,RB,Washington,4.62,34.5,120,,
2020,Myles Bryant,CB,Washington,4.62,31.5,115,4.02,
2021,Kellen Mond,QB,Texas A&M,4.62,,122,,
2022,DaiJean Dixon,WR,Nicholls State (LA),4.62,34,125,4.42,
2023,Kenny McIntosh,RB,Georgia,4.62,32.5,113,,
2023,Dontayvion Wicks,WR,Virginia,4.62,39,130,,
2024,Xavier Thomas,DE,Clemson,4.62,32.5,120,,
2024,Jared Wiley,TE,Texas Christian,4.62,37,118,,
2006,Bruce Gradkowski,QB,Toledo,4.63,34,107,4.16,
2007,C.J. Wilson,CB,Baylor,4.63,37.5,127,4.2,
2011,Christian Ponder,QB,Florida State,4.63,34,116,4.09,
2013,Travis Kelce,TE,Cincinnati,4.63,,,,
2013,Joseph Randle,RB,Oklahoma State,4.63,35,123,,
2014,Terrance Mitchell,CB,Oregon,4.63,34,116,4,
2014,Stephen Morris,QB,Miami (FL),4.63,30,111,4.49,
2015,Jawon Chisholm,RB,Akron,4.63,,,,
2015,Cody Fajardo,QB,Nevada,4.63,32.5,118,4.1,
2015,Prince-Tyson Gulley,RB,Syracuse,4.63,,,,
2015,Brett Hundley,QB,UCLA,4.63,36,120,3.98,
2015,Gary Nova,QB,Rutgers,4.63,,,,
2015,Neal Sterling,WR,Monmouth,4.63,,,,
2015,J.J. Worton,WR,Central Florida,4.63,,,,
2018,Quinton Flowers,QB,South Florida,4.63,,112,4.57,
2018,Levi Wallace,CB,Alabama,4.63,33,,,
2019,Jamal Peters,CB,Mississippi State,4.63,,,,
2023,K.J. Henry,DE,Clemson,4.63,31.5,112,,
2023,Anthony Johnson,CB,Virginia,4.63,30.5,116,,
2023,Luke Schoonmaker,TE,Michigan,4.63,33.5,127,,
2024,Cedric Johnson,DE,Mississippi,4.63,38,122,,
2005,Efrem Hill,WR,Samford,4.64,37.5,123,4.07,
2006,Marques Hagans,RB,Virginia,4.64,35,114,4.38,
2006,Mike Hass,WR,Oregon State,4.64,32,116,4.14,
2006,Richie Ross,WR,Nebraska-Kearney,4.64,37,120,4.29,
2006,Kent Smith,QB,Central Michigan,4.64,35,122,4.47,
2007,Jayson Swain,WR,Tennessee,4.64,33,,,
2008,Jonathan Zenon,CB,LSU,4.64,33,,,
2012,Tim Fugger,DE,Vanderbilt,4.64,,,,
2015,Jacoby Glenn,CB,Central Florida,4.64,34,123,4.26,
2015,Deontay Greenberry,WR,Houston,4.64,,,,
2015,C.J. Uzomah,TE,Auburn,4.64,,,,
2016,Jerell Adams,TE,South Carolina,4.64,32.5,117,4.31,
2016,Kenny Lawler,WR,California,4.64,31,111,4.2,
2017,Joshua Dobbs,QB,Tennessee,4.64,33,122,4.31,
2019,Nick Fitzgerald,QB,Mississippi State,4.64,29.5,115,,
2020,Cameron Dantzler,CB,Mississippi State,4.64,34.5,,,
2021,Damon Hazelton,WR,Missouri,4.64,37.5,120,4.32,
2022,Leddie Brown,RB,West Virginia,4.64,30,118,,
2023,Jaren Hall,QB,Brigham Young,4.64,,,,
2023,Malik Heath,WR,Mississippi,4.64,34,124,,
2023,Clayton Tune,QB,Houston,4.64,37.5,122,,
2023,Darnell Washington,TE,Georgia,4.64,31,122,,
2024,Jalyx Hunt,DE,,4.64,37.5,128,,
2024,Laiatu Latu,DE,UCLA,4.64,32,116,,
2005,Larry Brackins,WR,Pearl River,4.65,35,108,4.44,
2006,Barrick Nealy,QB,Texas State,4.65,32.5,114,4.26,
2006,John Walker,CB,Southern California,4.65,40,125,4.16,
2007,Jon Cornish,RB,Kansas,4.65,34,118,,
2011,Mario Butler,CB,Georgia Tech,4.65,30.5,120,4.37,
2012,Jacory Harris,QB,Miami (FL),4.65,37,113,4.4,
2012,DeQuan Menzie,CB,Alabama,4.65,33,116,,
2012,Ryan Tannehill,QB,Texas A&M,4.65,,,,
2013,Marcus Lattimore,RB,South Carolina,4.65,,,,
2013,E.J. Manuel,QB,Florida State,4.65,34,118,4.21,
2015,Wes Saxton,TE,South Alabama,4.65,36,119,4.49,
2017,Blair Brown,LB,Ohio,4.65,37,124,,
2017,Trey Hendrickson,DE,Florida Atlantic,4.65,33.5,122,4.4,
2018,Ronald Jones,RB,Southern California,4.65,36.5,,,
2020,Javon Leake,RB,Maryland,4.65,34,125,,
2020,Stanford Samuels,CB,Florida State,4.65,,,,
2021,Ian Book,QB,Notre Dame,4.65,32.5,115,4.2,
2022,Dontario Drummond,WR,Mississippi,4.65,34,122,,
2022,EJ Perry,QB,Brown (RI),4.65,34.5,123,4.18,
2022,Devon Williams,WR,Oregon,4.65,33,133,,
2022,Kyren Williams,RB,Notre Dame,4.65,32,116,,
2024,Cade Stover,TE,Ohio State,4.65,34.5,117,4.45,
2005,Steve Savoy,WR,Utah,4.66,,,,
2005,Chauncey Stovall,WR,Florida State,4.66,,,,
2006,Cory Rodgers,WR,Texas Christian,4.66,33.5,110,4.19,
2008,Kevin O'Connell,QB,San Diego State,4.66,31,113,4.38,
2009,David Richmond,WR,San Jose State,4.66,36.5,,4.42,
2014,Connor Shaw,QB,South Carolina,4.66,34,115,4.33,
2017,Deshaun Watson,QB,Clemson,4.66,32.5,119,4.31,
2019,Ryan Connelly,LB,Wisconsin,4.66,34.5,118,4.31,
2020,Malik Harrison,LB,Ohio State,4.66,36,122,4.32,
2020,Jacob Phillips,LB,LSU,4.66,39,126,4.33,
2020,Stephen Sullivan,TE,LSU,4.66,36.5,123,4.62,
2020,Cody White,WR,Michigan State,4.66,35.5,120,4.52,
2022,Slade Bolden,WR,Alabama,4.66,32,116,,
2023,Jadon Haselwood,WR,Arkansas,4.66,37,123,,
2023,Thomas Incoom,DE,Central Michigan,4.66,30.5,118,,
2023,Tavius Robinson,DE,Mississippi,4.66,33.5,120,,
2024,Javontae Jean-Baptiste,DE,Notre Dame,4.66,34.5,127,,
2007,Gaines Adams,DE,Clemson,4.67,35,119,4.36,
2008,Brandon Sumrall,CB,Southern Mississippi,4.67,30.5,123,4.1,
2015,Synjyn Days,RB,Georgia Tech,4.67,,,,
2015,Vince Mayle,WR,Washington State,4.67,35.5,117,4.13,
2015,Addison Richards,WR,Regina (Canada),4.67,,,,
2016,Geronimo Allison,WR,Illinois,4.67,33,127,4.28,
2017,Mitchell Trubisky,QB,North Carolina,4.67,27.5,116,4.25,
2017,Tanner Vallejo,LB,Boise State,4.67,33.5,121,,
2018,Hayden Hurst,TE,South Carolina,4.67,31.5,120,4.37,
2018,Tarvarus Mcfadden,CB,Florida State,4.67,38.5,121,,
2019,John Battle,S,LSU,4.67,29.5,120,4.33,
2020,Jordan Fuller,S,Ohio State,4.67,35.5,122,4.27,
2022,Myjai Sanders,DE,Cincinnati,4.67,33,120,4.37,
2023,Stetson Bennett,QB,Georgia,4.67,33.5,118,,
2023,Calijah Kancey,DT,Pittsburgh,4.67,,,,
2023,SaRodorick Thompson,RB,Texas Tech,4.67,32.5,120,,
2024,Myles Cole,DE,Texas Tech,4.67,35,120,,
2024,Eric Watts,DE,Connecticut,4.67,36.5,117,4.73,
2005,Josh Haldi,QB,Northern Illinois,4.68,33,113,4.07,
2006,Taurean Henderson,RB,Texas Tech,4.68,32.5,112,4.4,
2008,Shaheer McBride,WR,Delaware State,4.68,29,112,4.48,
2009,Victor Harris,CB,Virginia Tech,4.68,33.5,118,3.98,
2009,Tyrell Sutton,RB,Northwestern,4.68,33,114,4.32,
2010,Joique Bell,RB,Wayne State,4.68,36.5,120,4.17,
2010,Zac Robinson,QB,Oklahoma State,4.68,35,110,4.4,
2010,Charles Scott,RB,LSU,4.68,30.5,111,4.47,
2011,Jabaal Sheard,DE,Pittsburgh,4.68,31,115,,
2011,Devon Torrence,CB,Ohio State,4.68,33,111,4.09,
2012,Chandler Harnish,QB,Northern Illinois,4.68,32.5,112,4.15,
2012,Darrell Scott,RB,South Florida,4.68,31.5,,,
2013,Theo Riddick,RB,Notre Dame,4.68,32,118,,
2013,Conner Vernon,WR,Duke,4.68,32.5,125,4.22,
2014,Johnny Manziel,QB,Texas A&M,4.68,31.5,112,4.03,
2015,R.J. Harris,WR,New Hampshire,4.68,,,,
2015,Trevor Harris,DE,Houston,4.68,,,,
2015,Tommy Shuler,WR,Marshall,4.68,,,,
2016,Deiondre Hall,CB,Northern Iowa,4.68,37,127,4.06,
2016,Cleveland Wallace,CB,San Jose State,4.68,35.5,123,,
2018,Auden Tate,WR,Florida State,4.68,31,112,,
2020,Justin Herbert,QB,Oregon,4.68,35.5,123,4.46,
2020,Steven Montez,QB,Colorado,4.68,33,117,4.43,
2022,David Bell,WR,Purdue,4.68,33,118,4.57,
2022,Jermaine Waller,CB,Virginia Tech,4.68,,,,
2024,Dillon Johnson,RB,Washington,4.68,31.5,117,,
2024,Ben Sinnott,TE,Kansas State,4.68,40,126,4.23,
2005,Dustin Long,QB,Sam Houston State,4.69,30.5,108,4.08,
2008,Todd Blythe,WR,Iowa State,4.69,31.5,118,4.23,
2012,Austin Davis,QB,Southern Mississippi,4.69,31,109,4.11,
2013,Matt Scott,QB,Arizona,4.69,31,118,3.99,
2014,Derek Carr,QB,Fresno State,4.69,34.5,110,4.2,
2015,James OShaughnessy,TE,Illinois State,4.69,,,,
2017,Jeremy Sprinkle,TE,Arkansas,4.69,29,116,4.33,
2019,Drew Lock,QB,Missouri,4.69,31,112,4.12,
2020,Kelly Bryant,QB,Missouri,4.69,35,125,4.51,
2023,Jalen Brooks,WR,South Carolina,4.69,35,130,,
2023,Tucker Kraft,TE,South Dakota State,4.69,34,122,,
2023,Josh Whyle,TE,Cincinnati,4.69,33.5,115,,
2024,Brennan Jackson,DE,Washington State,4.69,33.5,114,,
2024,Trajan Jeffcoat,DE,Arkansas,4.69,31.5,120,,
2024,JaTavion Sanders,TE,Texas,4.69,,,4.32,
2006,Erik Meyer,QB,Eastern Washington,4.7,32.5,112,4.12,
2007,Jarrett Hicks,WR,Texas Tech,4.7,34.5,120,,
2009,Jared Bronson,TE,Central Washington,4.7,32.5,116,4.33,
2015,Rakeem Cato,QB,Marshall,4.7,,,,
2016,Shaq Lawson,DE,Clemson,4.7,33,120,4.21,
2018,J.T. Barrett,QB,Ohio State,4.7,30,108,4.44,
2018,Jamarcus King,CB,South Carolina,4.7,,,,
2020,Cole Kmet,TE,Notre Dame,4.7,37,123,4.41,
2021,Sage Surratt,WR,Wake Forest,4.7,,115,4.25,
2022,Jeffrey Gunter,DE,Coastal Carolina (SC),4.7,35.5,122,4.35,
2023,Ikenna Enechukwu,DE,Rice (TX),4.7,31.5,120,,
2023,Michael Mayer,TE,Notre Dame,4.7,32.5,118,,
2023,Will McDonald,DE,Iowa State,4.7,36,132,,
2023,Brenton Strange,TE,Penn State,4.7,36,124,,
2023,Blake Whiteheart,TE,Wake Forest,4.7,35.5,115,,
2010,Tim Tebow,QB,Florida,4.71,38.5,115,4.17,
2011,Andrew McGee,CB,Oklahoma State,4.71,34,117,,
2019,Drew Sample,TE,Washington,4.71,33.5,115,4.31,
2020,Shea Patterson,QB,Michigan,4.71,31,116,4.5,
2005,Jason Campbell,QB,Auburn,4.72,,,,
2005,Bryan Randall,QB,Virginia Tech,4.72,33,112,4.08,
2006,Ingle Martin,QB,Furman,4.72,36,111,4.17,
2006,Quinton Porter,QB,Boston College,4.72,33.5,116,4.1,
2007,Tyron Brackenridge,CB,Washington State,4.72,,,,
2010,Brody Eldridge,TE,Oklahoma,4.72,31.5,,,
2012,Case Keenum,QB,Houston,4.72,32.5,103,,
2014,David Fluellen,RB,Toledo,4.72,36.5,120,,
2015,Brandon Bridge,QB,South Alabama,4.72,33,110,4.37,
2015,Brian Parker,TE,Albany (NY),4.72,,,,
2016,Demarcus Ayers,WR,Houston,4.72,33,123,,
2020,Jauan Jennings,WR,Tennessee,4.72,29,119,,
2021,Jhamon Ausbon,WR,Texas A&M,4.72,33,118,4.28,
2023,Lance Boykin,CB,Coastal Carolina (SC),4.72,30.5,124,,
2024,Bralen Trice,DE,Washington,4.72,,,,
2005,Chris Rix,QB,Florida State,4.73,33.5,113,4.53,
2005,Paris Warren,WR,Utah,4.73,31.5,,,
2006,Jovon Bouknight,WR,Wyoming,4.73,34,120,4.03,
2006,Terrence Whitehead,RB,Oregon,4.73,30.5,108,4.27,
2009,Macho Harris,CB,Rutgers,4.73,33.5,118,3.98,
2010,Marshay Green,CB,Mississippi,4.73,35.5,124,4.11,
2015,Rory Anderson,TE,South Carolina,4.73,,,,
2018,Rasheem Green,DE,Southern California,4.73,32.5,118,4.39,
2019,Ryan Finley,QB,North Carolina State,4.73,30.5,116,4.2,
2022,Kenny Pickett,QB,Pittsburgh,4.73,33.5,121,4.29,
2023,Jose Ramirez,DE,Eastern Michigan,4.73,34.5,118,,
2005,Howard Gilmore,WR,Norfolk State,4.74,36,113,4.44,
2006,Travis Lulay,QB,Montana State,4.74,35,111,4.07,
2007,Ben Patrick,TE,Delaware,4.74,34.5,111,4.31,
2012,Jack Crawford,DE,Penn State,4.74,33,116,4.25,
2013,Dustin Hopkins,K,Florida State,4.74,33.5,116,,
2015,Travis Dickson,TE,LSU,4.74,,,,
2016,John Lunsford,K,Liberty,4.74,,,,
2018,Ian Thomas,TE,Indiana,4.74,36,123,4.2,
2019,Jake Browning,QB,Washington,4.74,29,112,4.44,
2020,Jordan Love,QB,Utah State,4.74,35.5,118,4.52,
2020,Justin Strnad,LB,Wake Forest,4.74,29,113,4.49,
2022,Aidan Hutchinson,DE,Michigan,4.74,36,117,4.15,
2023,Ochaun Mathis,DE,Nebraska,4.74,33.5,118,,
2023,Tavion Thomas,RB,Utah,4.74,30,118,,
2024,Adisa Isaac,DE,Penn State,4.74,34.5,123,,
2005,Aaron Rodgers,QB,California,4.75,34.5,110,,
2008,Kevin Robinson,WR,Utah State,4.75,27.5,115,4.77,
2009,John Parker Wilson,QB,Alabama,4.75,29.5,105,4.59,
2010,Rahim Alem,DE,LSU,4.75,30.5,106,4.8,
2011,Christian Ballard,DE,Iowa,4.75,31.5,111,4.51,
2011,Jerrod Johnson,QB,Texas A&M,4.75,29,119,4.31,
2012,Jake Bequette,DE,Arkansas,4.75,34,113,4.07,
2012,Cam Johnson,DE,Virginia,4.75,35,105,4.38,
