Year,Player,Position,College,40,Vertical,Broad,Shuttle,Bench
2015,Deion Barnes,DE,Penn State,4.75,,,,
2018,Josh Allen,QB,Wyoming,4.75,33.5,119,4.4,
2022,Dustin Crum,QB,Kent State (OH),4.75,32.5,120,4.36,
2024,Marshawn Kneeland,DE,Western Michigan,4.75,35.5,119,4.18,
2006,Charlie Whitehurst,QB,Clemson,4.76,33,112,4.11,
2008,Kalvin McRae,RB,Ohio,4.76,25.5,109,,
2010,Jimmy Clausen,QB,Notre Dame,4.76,,,,
2014,Xavier Grimble,TE,Southern California,4.76,26.1,112,,
2014,Jordan Lynch,QB,Northern Illinois,4.76,29.5,109,4.2,
2015,Kennard Backman,TE,Alabama-Birmingham,4.76,,,,
2015,Clay Burton,TE,Florida,4.76,,,,
2015,Grant Hedrick,QB,Boise State,4.76,,,,
2015,Taylor Heinicke,QB,Old Dominion,4.76,,,,
2015,Garrett Safron,QB,Sacramento State,4.76,,,,
2015,Jameill Showers,QB,Texas-El Paso,4.76,,,,
2018,Danny Etling,QB,LSU,4.76,30.5,114,4.37,
2023,Isaiah McGuire,DE,Missouri,4.76,36.5,122,,
2007,Chris Leak,QB,Florida,4.77,32.5,113,4.41,
2007,Drew Stanton,QB,Michigan State,4.77,30.5,108,4.41,
2010,Derrick Morgan,DE,Georgia Tech,4.77,34,112,4.43,
2014,A.D. Denham,TE,Kansas,4.77,32.5,,,
2014,Anthony Denham,WR,Utah,4.77,32.5,,,
2015,Ben Koyack,TE,Notre Dame,4.77,,,,
2015,Tyreese Russell,TE,Eastern Michigan,4.77,,,,
2016,Trevone Boykin,QB,Texas Christian,4.77,32,110,4.4,
2016,Carson Wentz,QB,North Dakota State,4.77,30.5,118,4.15,
2017,Dawuane Smoot,DE,Illinois,4.77,29.5,117,4.28,
2019,Jordan Ta'amu-Perifanos,QB,Mississippi,4.77,27.5,109,4.36,
2019,Jordan Taamu,QB,Mississippi,4.77,27.5,109,4.36,
2021,Peyton Ramsey,QB,Northwestern,4.77,28,108,4.41,
2022,Josh Paschal,DE,Kentucky,4.77,37.5,123,,
2022,Devonte Wyatt,DT,Georgia,4.77,29,111,,
2023,Viliami Fehoko,DE,San Jose State,4.77,30,100,,
2024,Brevyn Spann-Ford,TE,Minnesota,4.77,31.5,116,,
2005,Charles Frederick,WR,Washington,4.78,33,108,4.25,
2005,Alex Smith,QB,Utah,4.78,32,113,3.96,
2007,John Beck,QB,Brigham Young,4.78,29.5,111,4.17,
2011,Adrian Clayborn,DE,Iowa,4.78,33,113,4.13,
2012,Rhett Ellison,TE,Southern California,4.78,31.5,109,,
2012,Chase Ford,TE,Miami (FL),4.78,,,,
2012,Nick Provo,TE,Syracuse,4.78,,,,
2013,Colby Cameron,QB,Louisiana Tech,4.78,30.5,112,4.28,
2013,Collin Klein,QB,Kansas State,4.78,29,111,4.4,
2015,Ray Hamilton,TE,Iowa,4.78,,,,
2015,Gabe Holmes,TE,Purdue,4.78,,,,
2015,Tyler Murphy,QB,Boston College,4.78,,,,
2015,Casey Pierce,TE,Kent State,4.78,,,,
2015,Faysal Shafaat,TE,Tennessee-Chattanooga,4.78,,,,
2015,Will Tye,TE,Stony Brook,4.78,,,,
2016,Christian Hackenberg,QB,Penn State,4.78,31,114,4.33,
2016,Kevin Hogan,QB,Stanford,4.78,32.5,113,4.31,
2022,Jordan Davis,DT,Georgia,4.78,32,123,,
2023,Habakkuk Baldonado,DE,Pittsburgh,4.78,35,120,,
2023,Cameron Latu,TE,Alabama,4.78,32.5,120,,
2024,Dallin Holker,TE,Colorado State,4.78,32.5,122,4.21,
2006,Brett Basanez,QB,Northwestern,4.79,34,114,4.22,
2007,Kevin Boss,TE,Western Oregon,4.79,35,116,4.41,
2008,Chris Ellis,DE,Virginia Tech,4.79,27,109,4.65,
2009,Chase Daniel,QB,Missouri,4.79,33,,4.31,
2009,Mike Reilly,QB,Central Washington,4.79,30.5,109,4.11,
2010,Sam Bradford,QB,Oklahoma,4.79,,,,
2010,Colt McCoy,QB,Texas,4.79,,114,,
2015,Matt Lengel,TE,Eastern Kentucky,4.79,,,,
2015,Hutson Mason,QB,Georgia,4.79,,,,
2015,Matt Miller,WR,Boise State,4.79,,,,
2015,Art Norman,DE,North Carolina State,4.79,,,,
2015,Jesse Scroggins,QB,Arizona,4.79,,,,
2016,Connor Cook,QB,Michigan State,4.79,33,113,4.28,
2016,Dak Prescott,QB,Mississippi State,4.79,32.5,116,4.32,
2017,Jake Elliott,K,Memphis,4.79,,,,
2017,Davis Webb,QB,California,4.79,33,118,4.21,
2018,Logan Woodside,QB,Toledo,4.79,31.5,103,4.15,
2021,William Bradley-King,DE,Baylor,4.79,34.5,119,4.29,
2023,Tyson Bagent,QB,Shepherd (WV),4.79,36,120,,
2023,Keion White,DT,Georgia Tech,4.79,34,117,,
2023,Colby Wooden,DE,Auburn,4.79,,115,,
2024,Austin Booker,DE,Kansas,4.79,32.5,120,,
2005,David Greene,QB,Georgia,4.8,31.5,113,4.1,
2013,Lavar Edwards,DE,LSU,4.8,33,119,4.51,
2015,Dee Hart,RB,Colorado State,4.8,33,113,4.38,
2015,Nate Orchard,DE,Utah,4.8,31.5,115,4.43,
2016,Joel Stave,QB,Wisconsin,4.8,33.5,115,4.33,
2016,Josh Woodrum,QB,Liberty,4.8,31,116,4.31,
2017,Jerod Evans,QB,Virginia Tech,4.8,26.5,112,4.41,
2017,Patrick Mahomes,QB,Texas Tech,4.8,30,114,4.08,
2018,Tavares Martin,WR,Washington State,4.8,31.5,,,
2024,Sam Hartman,QB,Notre Dame,4.8,28.5,106,,
2007,James Pinkney,QB,East Carolina,4.81,34,112,4.49,
2008,Matt Flynn,QB,LSU,4.81,28,109,4.34,
2009,Matthew Stafford,QB,Georgia,4.81,30.5,107,4.47,
2011,Pat Devlin,QB,Delaware,4.81,33,116,4.32,
2013,Zac Dysert,QB,Miami (OH),4.81,,,,
2013,Sam Montgomery,DE,LSU,4.81,34.5,114,4.51,
2015,Bryan Bennett,QB,Southeastern Louisiana,4.81,37,125,4.2,
2015,Ray Drew,DE,Georgia,4.81,,,,
2015,Steve Miller,DE,Ohio State,4.81,,,,
2016,Cardale Jones,QB,Ohio State,4.81,36,,,
2018,Austin Allen,QB,Arkansas,4.81,29.5,112,4.48,
2018,Marcus Baugh,TE,Ohio State,4.81,33,117,4.51,
2018,Kyle Lauletta,QB,Richmond,4.81,31,113,4.07,
2019,Daniel Jones,QB,Duke,4.81,33.5,120,4.41,
2019,Jarrett Stidham,QB,Auburn,4.81,31,110,4.33,
2020,Nate Stanley,QB,Iowa,4.81,28.5,108,4.48,
2022,Myron Tagovailoa-Amosa,DE,Notre Dame,4.81,29,115,,
2023,Caleb Murphy,DE,Ferris State (MI),4.81,28.5,119,,
2023,Jalen Redmond,DT,Oklahoma,4.81,34.5,116,,
2012,Frank Alexander,DE,Oklahoma,4.82,,,,
2012,Kellen Moore,QB,Boise State,4.82,27,99,4.56,
2015,Connor Hamlett,TE,Oregon State,4.82,,,,
2015,Mike McFarland,TE,South Florida,4.82,,,,
2015,Mike Reilly,DE,William & Mary,4.82,30.5,109,4.11,
2015,Shaquille Riddick,DE,West Virginia,4.82,,,,
2016,Jared Goff,QB,California,4.82,27,110,4.47,
2017,Nathan Peterman,QB,Pittsburgh,4.82,31,110,4.31,
2023,Brenton Cox,DE,Florida,4.82,33,115,,
2023,Travis Dye,RB,Southern California,4.82,27,107,,
2024,Austin Reed,QB,Western Kentucky,4.82,,,,
2007,JaMarcus Russell,QB,LSU,4.83,,,,
2008,Chris Long,DE,Virginia,4.83,34,124,4.21,
2011,John Clay,RB,Wisconsin,4.83,29,111,,
2011,Andy Dalton,QB,Texas Christian,4.83,29.5,106,4.27,
2011,Jeff Van Camp,QB,Florida Atlantic,4.83,31,114,4.16,
2012,Brock Osweiler,QB,Arizona State,4.83,,,,
2015,Jordan Allen,DE,Arizona,4.83,,,,
2015,Kenny Hilliard,RB,LSU,4.83,27,111,4.4,
2015,Devin Mahina,TE,Brigham Young,4.83,,,,
2015,Dylan Thompson,QB,South Carolina,4.83,,,,
2016,Vernon Adams,QB,Oregon,4.83,29.5,114,4.2,
2017,DeShone Kizer,QB,Notre Dame,4.83,30.5,107,4.53,
2019,Quinnen Williams,DT,Alabama,4.83,30.5,112,,
2022,Austin Allen,TE,Nebraska,4.83,34,121,4.26,
2005,Ben Dougherty,QB,Florida A&M,4.84,33,108,4.34,
2010,Max Hall,QB,Brigham Young,4.84,32,102,4.35,
2010,Austen Lane,DE,Murray State (KY),4.84,34.5,125,4.6,
2010,Thaddeus Lewis,QB,Duke,4.84,28,107,,
2011,Nick Fairley,DT,Auburn,4.84,31,113,4.56,
2011,Greg McElroy,QB,Alabama,4.84,33,107,4.45,
2012,Kirk Cousins,QB,Michigan State,4.84,28.5,109,4.5,
2012,Mike Daniels,DT,Iowa,4.84,,,,
2012,Beau Reliford,TE,Florida State,4.84,,,,
2013,Gavin Escobar,TE,San Diego State,4.84,32,114,4.31,
2014,Tajh Boyd,QB,Clemson,4.84,30.5,104,4.23,
2015,Reggie Gilbert,DE,Arizona,4.84,,,,
2015,Garrett Grayson,QB,Colorado State,4.84,,,,
2015,Taylor Kelly,QB,Arizona State,4.84,,,,
2015,Nick Montana,QB,Tulane,4.84,,,,
2015,Deiontrez Mount,DE,Louisville,4.84,,,,
2015,Ryan Mueller,DE,Kansas State,4.84,,,,
2015,Jermauria Rasco,DE,LSU,4.84,,,,
2015,Jean Sifrin,TE,Massachusetts,4.84,33,114,4.6,
2015,Westlee Tonga,TE,Utah,4.84,,,,
2016,Brandon Allen,QB,Arkansas,4.84,28,110,4.33,
2018,Baker Mayfield,QB,Oklahoma,4.84,29,111,4.28,
2019,Will Grier,QB,West Virginia,4.84,34,112,4.28,
2021,Sam Ehlinger,QB,Texas,4.84,36.5,114,4.44,
2021,Brady White,QB,Memphis,4.84,29,118,4.33,
2022,Brock Purdy,QB,Iowa State,4.84,27,,4.45,
2023,Davis Allen,TE,Clemson,4.84,38.5,125,,
2005,Charlie Frye,QB,Akron,4.85,33,109,4.08,
2008,Brian Brohm,QB,Louisville,4.85,30,115,4.55,
2008,Adam Tafralis,QB,San Jose State,4.85,32,108,4.33,
2010,John Skelton,QB,Fordham,4.85,33.5,108,4.33,
2012,Tyler Hansen,QB,Colorado,4.85,,,,
2015,Khari Lee,TE,Bowie State,4.85,,,,
2015,Jake Waters,QB,Kansas State,4.85,,,,
2016,DeRunnya Wilson,WR,Mississippi State,4.85,28,113,,
2018,Sam Darnold,QB,Southern California,4.85,26.5,105,4.4,
2022,Curtis Hodges,TE,Arizona State,4.85,34.5,117,4.28,
2023,Dante Stills,DT,West Virginia,4.85,28.5,113,,
2024,Brandon Dorlus,DT,Oregon,4.85,30.5,111,4.85,
2005,Erasmus James,DE,Wisconsin,4.86,37.5,120,4.37,
2006,Darrell Hackney,QB,Alabama-Birmingham,4.86,33,110,4.69,
2006,Omar Jacobs,QB,Bowling Green,4.86,32.5,108,4.29,
2008,Joe Flacco,QB,Delaware,4.86,28.5,110,4.27,
2009,Nathan Brown,QB,Central Arkansas,4.86,30.5,106,4.44,
2012,Ryan Lindley,QB,San Diego State,4.86,29.5,108,4.45,
2012,Greg Zuerlein,K,Missouri Western,4.86,,,,
2013,Armonty Bryant,DE,East Central (OK),4.86,31.5,118,5,
2015,Nordly Capi,DE,Akron,4.86,,,,
2015,Kevin Haplea,TE,Florida State,4.86,,,,
2015,Andrew Hudson,DE,Washington,4.86,,,,
2015,Cory Morrissey,DE,Iowa State,4.86,,,,
2015,Robert Singletary,DE,Texas-San Antonio,4.86,,,,
2015,Kristjan Sokoli,DT,Buffalo,4.86,,,,
2015,Cole Stoudt,QB,Clemson,4.86,,,,
2016,Kevin Dodd,DE,Clemson,4.86,,,,
2016,Paxton Lynch,QB,Memphis,4.86,36,118,4.26,
2016,Victor Ochi,DE,Stony Brook,4.86,32,119,4.4,
2017,Michael Roberts,TE,Toledo,4.86,30,110,4.51,
2021,Dylan Soehner,TE,Iowa State,4.86,30.5,112,4.43,
2022,Tyreke Smith,DE,Ohio State,4.86,34,117,,
2023,Bryan Bresee,DT,Clemson,4.86,29,,,
2005,Ryan Fitzpatrick,QB,Harvard,4.87,30.5,103,4.07,
2008,Yvenson Bernard,RB,Oregon State,4.87,29.5,112,4.73,
2009,Tom Brandstater,QB,Fresno State,4.87,28.5,106,4.37,
2009,Curtis Painter,QB,Purdue,4.87,29,102,4.48,
2009,John Wilson,QB,Alabama,4.87,29.5,105,4.59,
2011,Demarcus Dobbs,DE,Georgia,4.87,31,107,4.37,
2011,Ricky Stanzi,QB,Iowa,4.87,32.5,110,4.43,
2012,Vinny Curry,DE,Marshall,4.87,32,110,4.4,
2014,Bryn Renner,QB,North Carolina,4.87,25.5,108,4.3,
2015,Connor Halliday,QB,Washington State,4.87,,,,
2015,Ty Long,K,Alabama-Birmingham,4.87,,,,
2015,Bryce Petty,QB,Baylor,4.87,34,121,4.13,
2015,Sonny Puletasi,DE,Wyoming,4.87,,,,
2018,Breeland Speaks,DE,Mississippi,4.87,32.5,110,4.65,
2022,Kingsley Enagbare,DE,South Carolina,4.87,36.5,117,,
2023,Payne Durham,TE,Purdue,4.87,34.5,117,,
2007,Tyler Palko,QB,Pittsburgh,4.88,31.5,112,4.36,
2008,Louis Holmes,DE,Arizona,4.88,32.5,121,,
2017,Derek Barnett,DE,Tennessee,4.88,31,117,4.44,
2018,Nic Shimonek,QB,Texas Tech,4.88,28.5,101,4.32,
2020,Mitchell Wilcox,TE,South Florida,4.88,31,112,4.43,
2022,Logan Hall,DT,Houston,4.88,30,,4.44,
2022,Bailey Zappe,QB,Western Kentucky,4.88,30,109,4.4,
2023,Gervon Dexter,DT,Florida,4.88,31,110,,
2005,Brock Berlin,QB,Miami (FL),4.89,29,106,4.54,
2006,Kellen Clemens,QB,Oregon,4.89,,,,
2007,Kevin Kolb,QB,Houston,4.89,32.5,112,4.44,
2007,Zach Miller,TE,Arizona State,4.89,34,115,4.42,
2012,Brandon Weeden,QB,Oklahoma State,4.89,,,,
2014,Crockett Gillmore,TE,Colorado State,4.89,33.5,120,4.44,
2014,Jacob Pedersen,TE,Wisconsin,4.89,28.5,111,4.4,
2015,Quinn Epperly,QB,Princeton,4.89,,,,
2015,Terrell Hartsfield,DE,Cincinnati,4.89,,,,
2015,Blake Lueders,DE,Stanford,4.89,,,,
2015,James Rouse,DE,Marshall,4.89,,,,
2016,Cody Kessler,QB,Southern California,4.89,29.5,104,4,
2020,Jacob Eason,QB,Washington,4.89,27.5,110,4.75,
2020,James Morgan,QB,Florida International,4.89,29,112,4.64,
2022,Jesse Luketa,DE,Penn State,4.89,37.5,114,,
2022,Perrion Winfrey,DT,Oklahoma,4.89,,,,
2023,Zacch Pickens,DT,South Carolina,4.89,30.5,116,,
2006,Matt Leinart,QB,Southern California,4.9,,,,
2008,Kyle Wright,QB,Miami (FL),4.9,25.5,105,4.32,
2009,Josh Freeman,QB,Kansas State,4.9,33.5,119,4.43,
2009,Drew Willy,QB,Buffalo,4.9,30.5,109,4.45,
2010,Tony Pike,QB,Cincinnati,4.9,28.5,108,4.53,
2015,Andrew Manley,QB,Eastern Illinois,4.9,,,,
2016,David Grinnage,TE,North Carolina State,4.9,29.5,106,,
2018,Chase Litton,QB,Marshall,4.9,29.5,106,4.53,
2018,Mason Rudolph,QB,Oklahoma State,4.9,26,,,
2022,Jack Coan,QB,Notre Dame,4.9,33,115,4.39,
2005,Craig Ochs,QB,Montana,4.91,28.5,101,4.13,
2007,Jeff Rowe,QB,Nevada,4.91,29.5,114,4.42,
2012,Jared Crick,DE,Nebraska,4.91,31,104,4.4,
2013,Matt Barkley,QB,Southern California,4.91,,,,
2015,Chuka Ndulue,DT,Oklahoma,4.91,,,,
2019,Brett Rypien,QB,Boise State,4.91,33,116,4.29,
2019,Kyle Shurmur,QB,Vanderbilt,4.91,29.5,106,4.53,
2022,Skylar Thompson,QB,Kansas State,4.91,31,112,4.28,
2011,Cameron Heyward,DE,Ohio State,4.92,30,,,
2011,Scott Tolzien,QB,Wisconsin,4.92,29.5,116,4.12,
2013,Sharrif Floyd,DT,Florida,4.92,30,106,4.75,
2013,James Vandenberg,QB,Iowa,4.92,32,116,4.52,
2015,Desmond Hollin,DT,Florida State,4.92,,,,
2015,Mark Myers,QB,John Carroll,4.92,,,,
2015,LaDarius Owens,DE,Auburn,4.92,,,,
2015,Dylan Wynn,DE,Oregon State,4.92,,,,
2015,Konrad Zagzebski,DE,Wisconsin,4.92,,,,
2018,Josh Rosen,QB,UCLA,4.92,31,111,4.28,
2018,Chad Thomas,DE,Miami (FL),4.92,29,116,,
2019,Charles Omenihu,DE,Texas,4.92,36.5,115,4.36,
2020,Cale Garrett,LB,Missouri,4.92,32,124,4.13,
2020,Dom Wood-Anderson,TE,Tennessee,4.92,35,119,,
2022,Travis Jones,DT,Connecticut,4.92,28.5,110,4.58,
2005,Jason White,QB,Oklahoma,4.93,31,102,4.19,
2008,John David Booty,QB,Southern California,4.93,22.5,99,4.58,
2009,Mark Sanchez,QB,Southern California,4.93,32.5,116,4.21,
2010,Sean Canfield,QB,Oregon State,4.93,29.5,100,4.39,
2010,Mike Kafka,QB,Northwestern,4.93,32,110,4.37,
2011,Lazarius Levingston,DE,LSU,4.93,29.5,104,4.62,
2014,Blake Bortles,QB,Central Florida,4.93,32.5,114,4.21,
2015,Justin Manton,K,Louisiana-Monroe,4.93,,,,
2015,Angelo Pruitt,DE,Connecticut,4.93,,,,
2017,Mitch Leidner,QB,Minnesota,4.93,34.5,123,4.25,
2017,Cooper Rush,QB,Central Michigan,4.93,27,105,4.47,
2023,Andre Carter,DE,Army,4.93,30,109,,
2006,Brodie Croyle,QB,Alabama,4.94,30.5,104,4.25,
2006,Frostee Rucker,DE,Southern California,4.94,29.5,110,,
2008,Matt Ryan,QB,Boston College,4.94,,,4.51,
2009,Tyson Jackson,DE,LSU,4.94,28.5,102,4.8,
2013,Justice Cunningham,TE,South Carolina,4.94,31.5,116,4.45,
2013,Mike Glennon,QB,North Carolina State,4.94,26.5,102,4.52,
2014,A.J. McCarron,QB,Alabama,4.94,28,99,4.34,
2015,Shane Carden,QB,East Carolina,4.94,29.5,104,4.45,
2015,Marvin Kloss,K,South Florida,4.94,,,,
2015,Trevor Siemian,QB,Northwestern,4.94,,,,
2015,Diaheem Watkins,DE,Alabama-Birmingham,4.94,,,,
2016,Jacoby Brissett,QB,North Carolina State,4.94,31,113,4.53,
2018,Michael Badgley,K,Miami (FL),4.94,,111,,
2018,Mike Badgley,K,Miami (FL),4.94,,111,,
2022,Thomas Booker,DT,Stanford,4.94,,110,4.41,
2007,Quinn Pitcock,DT,Ohio State,4.95,34,112,,
2008,Chad Henne,QB,Michigan,4.95,25.5,106,4.4,
2009,Nate Davis,QB,Ball State,4.95,26.5,99,,
2012,B.J. Coleman,QB,Tennessee-Chattanooga,4.95,,109,4.38,
2013,Tyler Wilson,QB,Arkansas,4.95,28.5,112,4.39,
2014,Dustin Vaughan,QB,West Texas A&M,4.95,29,108,4.43,
2015,Matt Joeckel,QB,Texas Christian,4.95,,,,
2019,Kingsley Keke,DE,Texas A&M,4.95,31.5,111,4.46,
2020,Brian Lewerke,QB,Michigan State,4.95,31,113,4.4,
2023,Mike Morris,DE,Michigan,4.95,28.5,110,,
2024,Spencer Rattler,QB,South Carolina,4.95,32,108,,
2024,Darius Robinson,DT,Missouri,4.95,35,111,,
2009,Bear Pascoe,TE,Fresno State,4.96,26.5,107,4.55,
2010,Greg Middleton,DE,Indiana,4.96,38,116,4.69,
2012,Blair Walsh,K,Georgia,4.96,,,,
2015,Mike Bennett,DT,Ohio State,4.96,,,,
2015,B.J. Larsen,DE,Utah State,4.96,,,,
2015,Caushaud Lyons,DE,Tusculum,4.96,,,,
2015,Brian Mihalik,DE,Boston College,4.96,,,,
2015,Louis Trinca-Pasat,DT,Iowa,4.96,32,105,4.3,
2015,Jordan Williams,DE,Tennessee,4.96,,,,
2021,Shane Buechele,QB,Southern Methodist (TX),4.96,30,114,4.6,
2008,Paul Smith,QB,Tulsa,4.97,26.5,111,4.29,
2010,Nate Byham,TE,Pittsburgh,4.97,29,109,,
2013,Brad Sorensen,QB,Southern Utah,4.97,29,112,4.55,
2014,Jimmy Garoppolo,QB,Eastern Illinois,4.97,30.5,110,4.26,
2014,Tom Savage,QB,Pittsburgh,4.97,27,104,4.36,
2015,Henry Anderson,DE,Stanford,4.97,30,111,4.19,
2015,Leonard Williams,DT,Southern California,4.97,29.5,106,4.53,
2015,Jameis Winston,QB,Florida State,4.97,28.5,103,4.36,
2019,Gardner Minshew,QB,Washington State,4.97,33.5,116,4.45,
2024,Jaden Crumedy,DT,Mississippi State,4.97,29.5,105,4.66,
2005,Dan Orlovsky,QB,Connecticut,4.98,29.5,105,4.39,
2010,Corey Peters,DT,Kentucky,4.98,33,98,4.76,
2015,Cameron Botticelli,DT,Minnesota,4.98,,,,
2016,Lawrence Thomas,DE,Michigan State,4.98,35,113,,
2018,Riley Ferguson,QB,Memphis,4.98,29,110,4.4,
2018,Tanner Lee,QB,Nebraska,4.98,32,115,4.41,
2021,Romeo McKnight,DE,North Carolina Charlotte,4.98,38,118,7.2,
2007,Luke Getsy,QB,Akron,4.99,32.5,106,4.46,
2007,Jordan Palmer,QB,Texas-El Paso,4.99,30.5,104,4.58,
2012,Kentrell Lockett,DE,Mississippi,4.99,,,,
2014,David Fales,QB,San Jose State,4.99,28,102,4.5,
2015,Jerry Lovelocke,QB,Prairie View A&M,4.99,31.5,113,4.51,
2023,Jake Bobo,TE,UCLA,4.99,36,117,,
2024,DeWayne Carter,DT,Duke,4.99,32,109,4.75,
2005,Jared Allen,QB,Florida Atlantic,5,27.5,106,4.39,
2009,Sen'Derrick Marks,DT,Auburn,5,33,,,
2012,Jerel Worthy,DT,Michigan State,5,28.5,107,4.56,
2014,Keith Wenning,QB,Ball State,5,28,99,4.25,
2020,Kevin Davidson,QB,Princeton,5,28,109,4.37,
2022,DeMarvin Leal,DT,Texas A&M,5,27.5,106,4.49,
2012,Trevor Guyton,DE,California,5.01,31,105,4.53,
2015,Corey Crawford,DE,Clemson,5.01,33,110,4.65,
2020,Jake Fromm,QB,Georgia,5.01,30,111,4.51,
2024,Maason Smith,DT,Louisiana State,5.01,31,108,4.69,
2009,Brian Hoyer,QB,Michigan State,5.02,32,109,4.42,
2012,Josh Chapman,DT,Alabama,5.02,,,,
2015,Jared Roberts,K,Colorado State,5.02,,,,
2015,Brian Vogler,TE,Alabama,5.02,,,,
2021,Jarrod Hewitt,DT,Virginia Tech,5.02,26,104,4.76,
2008,Alex Brink,QB,Washington State,5.03,28,112,4.19,
2008,Sam Keller,QB,Nebraska,5.03,24,107,4.35,
2009,Myron Pryor,DT,Kentucky,5.03,30,107,4.75,
2011,Pep Levingston,DE,LSU,5.03,29.5,104,4.62,
2012,Nick Foles,QB,Arizona,5.03,30.5,112,,
2015,Anthony Boone,QB,Duke,5.03,26.5,100,4.62,
2024,Gabe Hall,DT,Baylor,5.03,31.5,115,4.67,
2005,Gino Guidugli,QB,Cincinnati,5.04,29,97,4.52,
2007,Matt Gutierrez,QB,Idaho State,5.04,29.5,108,4.28,
2008,Erik Ainge,QB,Tennessee,5.04,21.5,108,4.6,
2009,Demonte Bolden,DT,Tennessee,5.04,31.5,109,4.78,
2010,Jevan Snead,QB,Mississippi,5.04,33,106,4.33,
2012,DeAngelo Tyson,DT,Georgia,5.04,,,,
2015,Ethan Farmer,DT,North Carolina,5.04,,,,
2015,Max Shortell,QB,Jacksonville State (AL),5.04,,,,
2015,Daryl Waud,DT,Western Ontario (Canada),5.04,,,,
2019,Dwayne Haskins,QB,Ohio State,5.04,28.5,,,
2023,Moro Ojomo,DT,Texas,5.04,33,112,,
2005,Jim Davis,DE,Virginia Tech,5.05,34,108,4.23,
2010,Riley Skinner,QB,Wake Forest,5.05,30,101,4.29,
2013,Tyler Bray,QB,Tennessee,5.05,,100,4.51,
2016,DeForest Buckner,DE,Oregon,5.05,32,116,4.47,
2023,MJ Anderson,DE,Iowa State,5.05,33,113,,
2005,Derek Anderson,QB,Oregon State,5.06,29,101,4.62,
2011,Taylor Yates,QB,North Carolina,5.06,29.5,104,4.12,
2013,Ryan Nassib,QB,Syracuse,5.06,28.5,105,4.53,
2015,Sam Ficken,K,Penn State,5.06,,,,
2015,Pete Thomas,QB,Louisiana-Monroe,5.06,,,,
2018,Trenton Thompson,DT,Georgia,5.06,32.5,111,4.56,
2005,Kevin Vickerson,DT,Michigan State,5.07,32.5,97,4.64,
2009,Graham Harrell,QB,Texas Tech,5.07,29.5,98,4.56,
2011,T.J. Yates,QB,North Carolina,5.07,29.5,104,4.12,
2015,Carl Davis,DT,Iowa,5.07,33,103,4.47,
2015,DeShawn Williams,DT,Clemson,5.07,,,,
2022,Haskell Garrett,DT,Ohio State,5.07,24,,,
2007,Zac Taylor,QB,Nebraska,5.08,30.5,110,4.6,
2012,Patrick Witt,QB,Yale,5.08,31.5,101,4.37,
2015,Kalafitoni Pole,DT,Washington State,5.08,,,,
2015,Thomas Teal,DT,North Carolina State,5.08,,,,
2015,Bo Wallace,QB,Mississippi,5.08,,,,
2015,Josh Watson,DT,Clemson,5.08,,,,
2017,Sefo Liufau,QB,Colorado,5.08,27,105,4.45,
2021,Kyle Trask,QB,Florida,5.08,31.5,113,4.38,
2022,Tre Williams,DE,Arkansas,5.08,26.5,104,4.58,
2023,Keeanu Benton,DT,Wisconsin,5.08,29.5,111,,
2015,Christian Covington,DT,Rice,5.09,,,,
2018,Nathan Shepherd,DT,Fort Hays State,5.09,31,112,4.53,
2018,Mike White,QB,Western Kentucky,5.09,27,96,4.4,
2005,Timmy Chang,QB,Hawaii,5.1,29,103,4.2,
2005,Jason Jefferson,DT,Wisconsin,5.1,28.5,102,4.48,
2007,John Stocco,QB,Wisconsin,5.1,27,104,4.6,
2015,Matt Hoch,DT,Missouri,5.1,,,,
2023,Cameron Young,DT,Mississippi State,5.1,,,,
2005,Kyle Orton,QB,Purdue,5.11,26.5,,4.52,
2013,Landry Jones,QB,Oklahoma,5.11,31,115,4.3,
2015,Travis Raciti,DT,San Jose State,5.11,,,,
2017,Nazair Jones,DT,North Carolina,5.11,24.5,101,,
2021,K.J. Costello,QB,Mississippi State,5.11,27.5,103,4.75,
2023,Tyler Lacy,DT,Oklahoma State,5.11,28.5,116,,
2006,Drew Olson,QB,UCLA,5.12,23,97,4.42,
2007,Paul Soliai,DT,Utah,5.12,29.5,103,4.69,
2009,Chase Holbrook,QB,New Mexico State,5.12,27,108,4.65,
2011,Ryan Colburn,QB,Fresno State,5.12,,,4.28,
2011,Nathan Enderle,QB,Idaho,5.12,25.5,102,4.46,
2015,Bryon Bennett,DT,Mississippi,5.12,,,,
2015,Chris Bonner,QB,Colorado State-Pueblo,5.12,,,,
2015,James Castleman,DT,Oklahoma State,5.12,,,,
2015,Justin Hamilton,DT,Louisiana-Lafayette,5.12,,,,
2015,Chucky Hunter,DT,Texas Christian,5.12,,,,
2015,Kevin Rodgers,QB,Henderson State,5.12,,,,
2019,Dre'Mont Jones,DT,Ohio State,5.12,31.5,110,4.53,
2024,Leonard Taylor,DT,Miami (FL),5.12,30,109,,
2006,Bruce Eugene,QB,Grambling State,5.13,27.5,94,4.76,
2006,Paul Pinegar,QB,Fresno State,5.14,29,110,4.49,
2007,Josh Swogger,QB,Montana,5.14,28.5,107,4.76,
2013,Star Lotulelei,DT,Utah,5.14,,,,
2015,Sean Mannion,QB,Oregon State,5.14,31,105,4.39,
2024,Zion Logue,DT,Georgia,5.14,29,109,4.92,
2010,Al Woods,DT,LSU,5.15,37,109,4.67,
